record,name,cpf,birthday,Gluconise,Adrino_posina,Gamma_R,Nitro_K,H278,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
90942,Sra. Bárbara Oliveira,47128503617,2003-05-14,1110.5327,Uncovered,4,3.34,8442.23,X,5,1,O,+,False,True,False
1363,Marcela Porto,46109382787,2022-01-11,831.9114,Covered,5,4.14,16376.81,X,6,1,AB,+,True,False,False
47717,Calebe Porto,52749381088,2014-08-15,937.5459,Uncovered,5,4.29,17929.77,B,7,1,,+,False,True,True
21629,Ana Costa,16423907552,2019-02-08,1428.9356,Clinical Done,8,2.73,2326.62,B,4,1,AB,+,False,True,True
23076,Lívia da Luz,36107594299,2003-12-19,1024.2211,Clinical Done,5,3.81,13141.06,CS,6,0,,-,False,True,True
50831,João Vitor Lima,52680374126,2001-08-17,830.6342,Uncovered,3,4.13,16289.06,B,6,0,A,+,False,True,False
61714,Yasmin Alves,12687059420,2012-01-08,,Uncovered,4,2.54,463.37,DD,2,0,,+,True,False,False
31325,Calebe Monteiro,83641752035,2005-12-26,732.2822,Clinical Done,2,,1156.29,B,3,1,,+,False,True,False
89358,Davi Araújo,17025346853,2014-12-30,1226.5492,Clinical Done,1,3.07,5733.28,B,5,0,O,+,True,False,False
20544,Kevin Carvalho,31895047684,2020-03-15,1074.061,Clinical Done,5,2.75,2518.42,B,4,1,B,+,False,True,False
30661,Dr. Benjamin Ribeiro,26349108787,2003-03-14,1217.1613,Clinical Done,9,4.63,21277.11,,7,0,B,+,True,False,False
88151,Bernardo Rocha,84712356928,2014-03-06,1180.4359,Clinical Done,6,3.77,12741.0,B,6,0,AB,+,False,True,True
32545,Matheus Araújo,70234958600,2010-08-15,1078.0593,Clinical Done,3,3.75,12505.48,DD,6,1,AB,+,True,False,False
46663,Samuel Santos,98764012549,2006-04-05,1195.1019,,3,3.97,14713.16,DD,6,1,,+,False,True,False
32864,Ana Carolina Barros,53249810797,2004-06-09,1038.3147,Uncovered,8,2.9,4038.43,CS,4,0,A,+,False,True,False
78321,Marcelo Almeida,93461807222,2003-02-06,867.5582,,8,2.76,2618.12,A,4,1,A,+,False,True,False
93266,Heloísa Souza,34879125032,2001-01-17,795.297,Uncovered,3,3.48,9866.7,CS,6,0,O,+,False,True,False
47183,Daniel Moura,9374165848,2018-06-29,910.365,Covered,2,3.04,5375.04,B,5,0,B,+,False,True,True
30701,Agatha Costela,73280956102,2011-05-30,498.9084,Uncovered,9,5.26,27634.02,CS,7,0,AB,-,False,True,False
31644,Ana Sophia Farias,29670813530,2017-01-03,1365.1989,Uncovered,3,3.53,10307.37,CS,6,1,,-,False,True,False
87444,Lucas Gabriel da Rosa,39170682496,2009-02-16,657.1865,Uncovered,2,2.99,4914.78,X,5,0,,+,True,False,False
33626,Paulo da Rosa,86970142558,2010-10-09,984.6721,Capsuled,2,4.43,19340.97,DD,7,1,A,+,False,True,False
58576,Isis Mendes,52961703425,2022-03-06,736.4865,Capsuled,7,2.98,4815.65,DD,5,0,A,+,True,False,False
39334,Melissa Novaes,12934685764,2003-04-09,594.8813,Uncovered,6,2.7,1986.42,DD,4,0,B,-,False,True,False
13720,Dra. Lívia da Cruz,14907625820,2020-09-16,983.5509,Uncovered,5,4.02,15239.49,X,6,0,A,+,True,False,False
2301,Ana Lívia da Costa,25098641730,2015-06-10,939.0667,Clinical Done,3,3.14,6413.04,B,5,0,AB,+,True,False,False
62342,Cecília da Luz,53804297188,2010-03-05,968.0552,Clinical Done,5,2.8,3026.53,,4,0,O,+,True,False,False
14009,Catarina Jesus,85237469000,2002-04-14,1109.7893,Covered,3,3.68,11812.03,A,6,1,,-,False,True,False
65429,Dr. Danilo Pereira,4389516701,2022-07-29,876.3249,Covered,5,6.44,39388.26,CS,8,1,AB,+,True,False,False
68949,João Vitor Lopes,94685173066,2011-06-19,1075.7589,Uncovered,3,2.78,2849.49,DD,4,0,,+,False,True,False
82025,Caio Castro,84165390224,2002-10-17,1102.6503,Covered,4,4.06,15640.59,DD,6,1,O,+,True,False,False
53924,Emanuelly Gomes,36109825433,2020-05-09,933.0312,Clinical Done,3,3.94,14391.44,B,6,1,O,-,True,False,False
92223,Sophie Rodrigues,23658019433,2016-11-26,943.2961,Uncovered,8,2.63,1301.29,,3,1,AB,+,False,True,True
68712,Enzo Peixoto,94562138700,2011-07-11,1107.6849,Uncovered,3,4.33,18279.96,A,7,0,AB,+,True,False,False
86739,Srta. Pietra Vieira,81569720401,2022-04-04,1011.4502,,6,3.12,6216.62,B,5,0,AB,+,False,True,False
44548,Ana Lívia Araújo,76023958168,2003-04-02,1031.8177,Uncovered,4,2.63,1366.75,X,3,1,O,+,True,False,False
69430,Maria Clara da Paz,79648301204,2009-09-15,525.1195,Uncovered,7,3.27,7708.61,X,5,0,O,-,True,False,False
19196,Diogo Novaes,31420859633,2004-03-09,1011.704,Covered,3,2.85,3539.56,,4,0,O,+,False,True,True
71586,Amanda Cunha,74039152670,2008-08-07,1075.3092,,7,2.69,1955.0,CS,4,0,AB,-,True,False,False
2682,Alice Ferreira,18642079576,2011-07-22,972.904,,7,2.58,848.04,A,3,1,AB,+,False,True,True
79820,Dra. Lorena Viana,68142573946,2021-11-14,1067.1817,Capsuled,3,2.72,2240.18,X,4,1,AB,-,False,True,False
83451,Vicente das Neves,50496138251,2005-10-23,1380.8752,,10,3.06,5636.47,CS,5,1,B,+,False,True,True
57087,Noah Lopes,56437210907,2021-07-23,1017.0729,Uncovered,4,3.53,10289.47,X,6,1,,+,False,True,False
31695,Ryan da Paz,71928546382,2000-04-14,1133.0669,Capsuled,2,2.59,936.85,X,3,1,A,+,True,False,False
79911,Daniel Viana,94310782523,2006-11-17,830.0009,Clinical Done,3,3.76,12600.83,DD,6,1,A,+,False,True,False
190,Vitor Hugo Carvalho,62538401933,2007-02-25,829.5316,,6,2.61,1095.51,CS,3,0,O,+,False,True,False
29781,Letícia Gonçalves,69481270530,2013-05-23,904.003,,3,2.69,1953.48,B,4,0,,-,False,True,True
59137,Davi Lucca Martins,57820136995,2003-11-23,796.0702,,5,3.75,12516.44,B,6,1,O,+,True,False,False
41907,Sra. Manuela Campos,8463725171,2019-05-06,998.4798,Clinical Done,2,4.67,21673.69,,7,1,AB,+,True,False,False
89756,Kamilly Azevedo,3924156824,2017-06-03,813.2339,Capsuled,4,6.58,40849.64,X,8,1,AB,+,False,True,True
53015,Fernanda Costa,28371460996,2017-03-13,965.0006,Uncovered,6,3.56,10604.12,DD,6,1,B,+,True,False,False
5796,Pietra Fogaça,40258713941,2001-08-24,712.5713,Clinical Done,6,3.15,6518.33,X,5,0,O,+,False,True,False
50165,Enrico Peixoto,31529764882,2001-02-21,669.5599,Clinical Done,8,2.59,941.32,X,3,1,AB,-,False,True,False
99538,Dr. Luiz Otávio Novaes,34157809610,2004-06-22,864.8676,Clinical Done,7,3.32,8208.49,DD,5,1,B,-,True,False,False
92,Marcela da Paz,13269578482,2021-04-02,786.5866,Covered,6,2.7,2021.05,X,4,0,,+,False,True,True
14579,Stella Costela,3682154906,2006-11-04,869.4138,Covered,3,3.22,7246.24,,5,0,O,-,False,True,True
7078,Srta. Valentina Porto,31258609460,2012-03-02,877.581,Clinical Done,4,3.44,9411.19,DD,5,0,B,+,False,True,False
52810,Isabel Nogueira,56129743025,2012-05-16,929.7475,Uncovered,10,4.29,17932.85,DD,7,1,B,+,True,False,False
92442,Mariana Fernandes,5319842732,2011-11-04,1209.0956,Covered,4,2.89,3934.43,A,4,0,O,+,True,False,False
11710,Caroline Ribeiro,31460987500,2012-06-19,1273.8032,Covered,4,7.0,44996.51,X,8,0,AB,+,False,True,True
17441,Caroline Ribeiro,47085391693,2000-03-29,1145.0707,Uncovered,2,7.79,52906.69,DD,9,1,AB,+,True,False,False
55170,Heloísa Lima,90348726538,2006-08-29,928.1051,Uncovered,4,4.25,17518.17,X,6,0,AB,-,True,False,False
67515,Davi Luiz Moura,5193684793,2005-07-08,1299.3904,,8,3.68,11869.19,B,6,0,A,+,True,False,False
94265,Marina Ribeiro,94153807214,2007-07-21,693.7778,Capsuled,11,3.82,13252.68,,6,1,,+,False,True,False
89824,Vitor Costela,41069372803,2015-07-28,595.3272,Covered,5,4.58,20838.44,A,7,0,B,+,False,True,True
5247,Gabriela da Rocha,41570683948,2001-12-17,1053.5945,Clinical Done,4,5.53,30286.51,,8,0,O,+,True,False,False
3541,Fernanda Castro,26159074849,2008-12-07,999.5587,Clinical Done,10,4.41,19145.71,A,7,1,,+,False,True,False
35788,Yuri Araújo,34869502151,2014-08-04,972.1416,Uncovered,9,3.52,10265.12,A,6,1,A,+,False,True,False
91006,Ian Caldeira,25468097338,2010-03-25,1006.5131,Clinical Done,2,2.58,785.89,DD,3,0,O,+,False,True,False
51731,Dr. Thiago Mendes,9123478640,2015-03-16,671.888,Uncovered,6,3.48,9787.81,B,6,1,AB,-,True,False,False
91829,Ana Julia Peixoto,74031689500,2014-04-08,768.6602,Uncovered,5,2.94,4379.9,B,4,1,B,+,False,True,False
78714,Raquel Aragão,71248596382,2012-12-12,1246.8069,,4,2.68,1823.08,CS,3,0,,-,False,True,True
60424,Nathan Costela,30469718501,2011-05-29,1205.637,Capsuled,3,4.74,22387.31,DD,7,0,B,+,True,False,False
48041,Davi Lucas da Cruz,71320945643,2003-06-05,855.6241,Clinical Done,1,4.24,17445.94,DD,6,0,B,+,True,False,False
89371,Stella Nascimento,23075918423,2002-09-10,1386.6314,Uncovered,5,3.25,7501.46,B,5,0,,+,False,True,False
68412,Srta. Maysa Porto,51398420760,2021-01-23,785.8407,Clinical Done,4,3.12,6248.44,B,5,1,,+,True,False,False
47248,Pedro Cardoso,73428019504,2017-06-27,885.7237,Clinical Done,3,3.17,6742.25,CS,5,0,B,+,False,True,True
76036,Luana Duarte,30694528170,2019-08-28,1058.4864,Uncovered,6,2.8,3043.29,X,4,1,AB,+,True,False,False
23884,Miguel Jesus,34159672043,2020-08-17,761.0,Uncovered,8,3.02,5174.82,A,5,1,AB,-,False,True,True
26486,Eduardo Melo,30281947597,2022-08-15,902.4139,Uncovered,5,3.07,5761.39,DD,5,0,AB,+,True,False,False
71869,Mariana Novaes,48921360506,2001-12-17,965.3858,Uncovered,7,2.52,174.21,B,2,0,AB,-,True,False,False
31742,Júlia Duarte,6451372943,2018-06-09,920.9307,Uncovered,4,4.73,22362.97,DD,7,1,B,-,False,True,False
97683,Clara Caldeira,87620941576,2022-03-26,1174.1682,Capsuled,8,2.53,318.33,,2,0,O,+,True,False,False
97121,Raul Farias,50839642792,2011-12-22,1118.5614,Covered,6,2.97,4688.88,X,4,0,B,+,True,False,False
55377,Pedro Henrique Novaes,59428137600,2004-04-12,780.1405,Capsuled,8,2.6,1030.36,CS,3,1,A,+,False,True,True
38089,Ana Vitória Ramos,38426901506,2003-04-03,863.6939,Uncovered,4,2.72,2216.06,A,4,0,B,-,False,True,False
41856,Julia Ribeiro,56812307408,2000-03-01,1036.0133,Capsuled,10,5.35,28568.41,B,7,0,,+,False,True,True
59400,Esther da Rosa,64392507106,2001-12-19,986.6138,Clinical Done,4,2.96,4663.05,X,4,1,,+,False,True,False
41866,Enzo Gabriel Caldeira,18274590694,2005-11-21,,Capsuled,3,3.81,13078.89,CS,6,0,B,-,True,False,False
44643,Marcela Carvalho,7956324106,2004-09-02,1084.9507,Uncovered,3,2.63,1371.08,B,3,1,O,+,False,True,False
86261,Maria Cecília Almeida,75368049200,2012-05-18,1163.977,Uncovered,5,2.79,2916.44,B,4,1,,+,True,False,False
92846,João Pedro Pinto,9421357841,2004-02-24,873.7763,Uncovered,4,4.63,21328.61,X,7,0,A,-,True,False,False
23502,Daniela Silva,73892054150,2021-06-29,1157.8119,Clinical Done,6,4.84,23383.52,CS,7,0,O,+,False,True,True
2255,Caio Moreira,7236548162,2013-09-28,675.6652,Covered,2,2.84,3414.15,B,4,0,AB,-,False,True,False
13110,Isabelly Silveira,74163280987,2003-05-04,677.9001,Covered,6,5.91,34169.32,X,8,0,AB,+,False,True,False
41777,Maria Luiza Campos,64231097534,2003-07-09,1099.988,Covered,3,3.6,11051.7,,6,0,AB,+,True,False,False
74604,Sra. Sarah das Neves,93104762570,2000-06-14,833.097,,2,3.2,7014.29,DD,5,0,AB,+,False,True,False
59361,Antônio Araújo,23974801588,2014-07-16,800.6081,Capsuled,4,2.97,4770.69,B,5,1,AB,+,True,False,False
96354,Amanda Costela,61423750934,2020-12-02,947.3224,Clinical Done,7,2.91,4137.86,DD,4,1,O,-,True,False,False
63583,Bianca da Rocha,34570819214,2023-03-14,864.5279,Capsuled,2,5.54,30390.27,CS,8,0,O,+,False,True,True
41373,Sr. Luiz Otávio Barros,6374851900,2013-02-01,1065.4134,Clinical Done,6,3.68,11842.46,DD,6,0,O,-,False,True,False
16546,Bianca Gonçalves,69843250133,2019-07-12,708.9281,Clinical Done,4,3.26,7660.38,X,5,1,AB,-,True,False,False
70582,Pedro Viana,17634092525,2001-07-10,925.6962,Clinical Done,3,2.54,467.14,X,2,1,AB,-,True,False,False
98934,Renan Cunha,6548921720,2007-03-25,1632.1932,Covered,3,2.78,2866.72,B,4,1,B,+,True,False,False
48827,Rafaela Cunha,36472095116,2018-08-03,1021.9902,Uncovered,4,5.37,28699.54,DD,7,0,,+,True,False,False
27491,Henrique Silva,15497623034,2003-10-08,617.2954,Covered,7,3.31,8161.2,,5,1,O,-,True,False,False
59661,Emanuelly Ribeiro,73961824096,2020-07-19,1119.9641,Covered,5,2.94,4446.67,X,4,0,A,+,False,True,False
35724,Sr. Otávio Moreira,43706152835,2002-05-10,1276.7562,,2,2.79,2946.74,DD,4,0,O,+,False,True,True
10031,Otávio Monteiro,3852671930,2017-03-11,1029.6698,Covered,4,2.79,2955.84,A,4,1,O,-,False,True,True
20307,Dr. Lucca Gomes,16485397264,2020-10-07,869.2917,Covered,0,2.69,1894.06,X,3,1,O,+,False,True,False
11245,Maria Vitória da Costa,92731805668,2012-09-03,1281.7668,Capsuled,2,2.92,4253.39,X,4,1,A,-,False,True,True
28858,Augusto Mendes,75038419666,2000-03-28,1142.4122,Uncovered,6,2.73,2287.1,CS,4,0,B,+,False,True,False
78252,Maysa Alves,23469501815,2019-07-22,639.8568,Clinical Done,2,2.56,672.17,B,3,1,B,-,True,False,False
21244,Sr. Rafael Cardoso,63149085233,2015-01-16,1149.5198,Covered,6,2.6,1053.47,B,3,0,AB,+,True,False,False
72130,Dra. Lívia Pinto,64059178276,2017-09-20,953.4206,Clinical Done,2,3.19,6888.74,CS,5,1,B,+,True,False,False
49567,Kamilly Duarte,56308924792,2021-03-29,1222.1291,Covered,3,2.57,744.56,CS,3,1,,-,False,True,False
3619,Davi Lucca Barbosa,72103568940,2016-05-31,925.3322,Capsuled,5,5.24,27379.83,B,7,1,A,+,True,False,False
43314,Nicolas Moraes,13926078502,2011-03-17,1157.2292,Clinical Done,3,2.73,2330.45,,4,0,O,+,False,True,True
58620,Carolina Gonçalves,51607294885,2018-02-19,1038.8337,Capsuled,3,3.12,6262.67,DD,5,1,,+,True,False,False
69210,Augusto Farias,91037256425,2003-02-20,1117.2408,Uncovered,9,3.04,5378.27,B,5,1,B,+,True,False,False
85723,Valentina das Neves,98307142504,2011-07-18,995.9225,Capsuled,3,2.84,3466.26,DD,4,0,AB,+,True,False,False
36094,Ana Clara Moreira,4753192652,2016-06-30,917.1183,Uncovered,3,2.89,3931.15,CS,4,0,AB,+,True,False,False
170,Noah Campos,49036182778,2008-10-14,1013.4627,Clinical Done,5,2.74,2399.97,,4,0,B,+,True,False,False
33067,Enzo Vieira,47960521352,2011-06-20,1126.3598,,3,2.83,3311.27,,4,0,A,-,True,False,False
24227,Calebe Almeida,24978516030,2012-02-04,1083.5185,Covered,3,2.62,1267.99,B,3,0,,+,True,False,False
41514,Sra. Ana Júlia Santos,19724530680,2009-07-06,1323.0353,Covered,8,3.67,11710.23,DD,6,0,O,+,False,True,False
1472,Nathan das Neves,86107432507,2014-10-28,1085.1212,,6,3.53,10365.54,,6,0,B,+,False,True,True
4485,Luiz Miguel Silveira,79318650493,2007-01-15,1127.0728,Uncovered,4,2.87,3755.33,,4,0,A,+,True,False,False
29322,Juliana Pereira,36128759068,2015-02-24,1420.4459,Covered,10,4.62,21250.08,CS,7,0,AB,+,False,True,False
22027,Davi Lucas Pereira,97654301243,2022-12-18,1013.2253,Uncovered,3,2.99,4906.22,DD,5,0,O,+,True,False,False
94558,Lorenzo Moura,23960748574,2011-03-12,1107.1117,Uncovered,7,3.44,9466.56,X,5,0,AB,-,True,False,False
722,Murilo da Mata,92485107360,2019-05-03,879.3718,Uncovered,6,3.24,7428.44,,5,1,B,-,False,True,False
99777,Laura Pinto,16325980433,2001-03-27,1008.3915,Covered,7,2.89,3953.77,DD,4,1,O,+,False,True,False
62335,Yasmin Porto,42519607858,2002-03-26,1328.3829,Clinical Done,2,5.16,26585.21,CS,7,0,A,-,False,True,False
49058,Luiz Felipe Costela,56413807253,2017-07-31,1062.3395,Clinical Done,5,4.39,18874.51,,7,0,B,+,True,False,False
13198,Sr. Anthony Fernandes,94712650370,2008-06-14,1290.234,Clinical Done,6,4.34,18418.75,B,7,0,AB,+,True,False,False
21998,Srta. Brenda Oliveira,76412385991,2014-07-23,787.0144,,8,5.59,30876.58,B,8,1,AB,+,False,True,False
5105,Marina Fernandes,75024369874,2022-10-24,719.8309,Uncovered,3,2.5,47.36,X,1,1,B,+,False,True,False
18412,Lorena Rezende,27803196586,2022-05-29,1061.5051,Capsuled,6,3.18,6797.58,X,5,0,B,+,False,True,False
85987,Kevin Pinto,94372650116,2021-11-27,726.0723,Clinical Done,3,5.28,27814.71,B,7,1,B,+,True,False,False
18670,Yago das Neves,96105472811,2019-06-21,1534.0674,Capsuled,3,2.64,1466.13,DD,3,1,AB,+,True,False,False
57967,Sr. João Vitor Araújo,61958742058,2012-03-23,1249.6901,Clinical Done,3,2.78,2832.8,X,4,1,O,+,False,True,False
98451,Fernanda Araújo,39045817241,2006-06-21,750.8547,Clinical Done,3,3.2,7055.73,DD,5,0,O,+,False,True,False
63808,Luana Ferreira,34561290842,2016-03-28,966.5662,Covered,7,3.63,11367.64,B,6,0,O,-,False,True,False
73566,Emanuelly Farias,35671928095,2015-07-14,884.6778,,4,2.9,4068.55,X,4,0,B,+,True,False,False
40164,Raquel Ramos,72851963040,2008-04-19,1083.2043,Covered,6,2.87,3680.59,CS,4,1,,+,False,True,False
45451,Dr. Rafael Farias,83694710213,2006-02-14,988.4305,Clinical Done,4,4.0,14974.57,DD,6,0,AB,-,True,False,False
46869,Maria Alice da Cruz,5463891710,2020-08-06,1186.3775,Clinical Done,2,2.53,356.56,DD,2,0,AB,+,False,True,True
54549,Esther Moreira,72831965446,2002-08-25,1293.6664,Clinical Done,5,4.04,15430.85,B,6,1,A,+,False,True,True
34843,Ana Sophia Santos,7293814631,2005-12-02,955.7358,Covered,9,3.06,5618.11,CS,5,0,O,+,True,False,False
43388,Elisa Nogueira,31642079804,2011-09-24,765.3689,Clinical Done,3,3.49,9938.29,CS,6,1,B,+,False,True,True
54227,Leandro Rezende,92586013433,2002-05-02,1112.5338,Clinical Done,1,3.72,12247.37,,6,1,,+,True,False,False
85705,Manuela Ramos,40652813771,2003-11-30,967.097,Uncovered,9,2.6,1059.1,DD,3,1,B,-,True,False,False
11281,Vicente Nogueira,17680453993,2003-01-13,1228.9711,Uncovered,4,4.84,23440.56,DD,7,1,B,+,False,True,True
70568,Mariana Moreira,79310465280,2009-02-09,969.5765,Uncovered,5,4.23,17299.79,,6,1,O,+,False,True,False
70127,Isabel da Cunha,68324910778,2001-04-02,1165.9578,Clinical Done,7,2.97,4728.64,,4,1,A,+,True,False,False
14090,Enzo da Luz,17264908313,2016-09-15,1067.2132,Covered,3,2.72,2189.08,X,4,0,B,-,True,False,False
31153,Lavínia Sales,16853427955,2012-01-05,,Clinical Done,4,2.56,671.14,CS,3,1,AB,+,True,False,False
82116,Dra. Camila Oliveira,29843701550,2009-03-07,910.1343,,8,2.87,3713.0,CS,4,1,A,-,True,False,False
92902,Ian Nunes,63794081269,2015-06-17,1142.7049,Uncovered,6,3.75,12511.92,DD,6,0,,+,False,True,True
39181,Pedro Ferreira,49786105320,2022-07-17,1505.947,Uncovered,4,4.18,16798.69,B,6,0,,+,False,True,False
26398,Gabrielly Alves,2793456152,2014-02-03,1167.5232,Covered,3,2.9,3976.48,X,4,1,AB,-,False,True,False
31186,Maria Sophia Barbosa,35871264026,2011-11-06,973.6635,Uncovered,10,2.75,2510.83,DD,4,0,AB,-,True,False,False
60806,Lorenzo Castro,70591684357,2008-03-29,1141.5186,Covered,2,2.9,3988.46,B,4,1,B,-,True,False,False
68823,André Moreira,56392104860,2011-05-30,1022.8108,,5,5.83,33367.29,B,8,0,B,+,True,False,False
21013,Dr. Thomas Nunes,25748960176,2020-06-15,743.821,Covered,8,2.6,1032.76,X,3,1,AB,+,True,False,False
40154,Vinicius Martins,74095621370,2015-03-29,1061.9693,Capsuled,3,2.68,1792.06,X,3,0,O,+,False,True,False
34128,Luiz Miguel Rocha,7138694539,2020-11-24,1309.6581,Uncovered,6,3.68,11872.02,B,6,1,,+,False,True,False
58513,Mariane Duarte,29748065111,2011-10-10,936.8344,Clinical Done,7,2.65,1527.98,B,3,1,,+,True,False,False
79231,Ana Luiza Aragão,84629715355,2021-09-23,774.8192,Covered,6,2.81,3123.49,,4,1,B,+,False,True,True
58277,Sr. Heitor Sales,68123094787,2019-04-06,1097.6993,Clinical Done,4,4.13,16276.95,DD,6,1,B,+,True,False,False
74297,Theo Barros,23941586700,2016-12-05,1366.1893,Clinical Done,2,2.86,3597.99,B,4,1,AB,+,False,True,False
17022,Isaac Nunes,74803621535,2021-11-15,1188.0352,Clinical Done,6,3.41,9111.1,A,5,0,B,+,True,False,False
22045,Milena Almeida,29157068321,2000-06-04,1203.7434,,7,3.35,8527.82,B,5,1,B,+,True,False,False
17071,Maysa da Rocha,74126938591,2013-09-01,1460.4757,Clinical Done,6,2.81,3107.38,B,4,1,B,+,False,True,False
43192,Vicente Martins,67910358202,2017-10-04,1324.2186,Clinical Done,5,2.79,2882.46,B,4,0,AB,-,False,True,False
62456,Isaac Jesus,43569812006,2003-02-11,1142.5367,Clinical Done,3,2.84,3442.83,CS,4,0,O,+,True,False,False
68886,Maria Fernanda Rodrigues,57194803666,2005-03-01,958.2593,Uncovered,7,4.59,20892.41,B,7,1,,+,True,False,False
63339,Sophie Freitas,83165204780,2018-07-24,1027.5236,Uncovered,9,2.52,211.86,X,2,1,AB,+,False,True,True
99584,Luiz Fernando da Rosa,39806514289,2009-05-12,979.3296,Covered,4,2.6,983.61,A,3,1,O,+,True,False,False
6038,Isabelly Duarte,93608541748,2017-06-01,1169.6701,Uncovered,3,2.92,4196.0,B,4,0,,+,True,False,False
37760,Dr. Diego Duarte,6817325986,2020-10-17,823.3749,Capsuled,6,2.75,2510.98,B,4,0,AB,+,True,False,False
31556,Milena das Neves,12653849755,2005-05-28,1309.0774,Clinical Done,4,3.33,8297.46,B,5,0,O,+,False,True,False
78259,Nicolas Rezende,56328109415,2021-06-23,1029.168,Uncovered,5,3.28,7776.08,DD,5,0,A,-,False,True,True
7859,João Vitor Fogaça,56418239024,2021-08-23,919.9788,Clinical Done,4,3.18,6861.64,DD,5,1,B,+,False,True,False
66711,Cecília Silva,67043512999,2004-06-27,1163.0412,Uncovered,6,2.86,3600.01,A,4,1,AB,+,False,True,False
57535,Alexandre Nunes,42710356880,2004-08-20,585.0155,Uncovered,4,3.22,7185.61,B,5,1,AB,-,False,True,True
3996,Sarah Moreira,60793528186,2016-08-06,833.1125,Capsuled,2,4.04,15450.98,DD,6,0,AB,+,False,True,False
84944,Carolina da Paz,82605397130,2017-09-01,868.4563,Capsuled,3,4.17,16762.56,,6,0,AB,+,True,False,False
15855,Dra. Maria da Mata,24907168594,2007-12-08,1164.1129,Covered,4,3.26,7633.35,X,5,1,,+,False,True,True
85833,Mariana Almeida,1834729505,2016-11-22,902.1686,Clinical Done,8,4.14,16438.77,X,6,0,B,+,False,True,False
41970,Srta. Cecília da Rosa,12856493033,2001-04-22,,Clinical Done,5,2.53,371.27,,2,0,AB,-,True,False,False
20910,Pedro Henrique Cardoso,9831765400,2019-11-16,910.6284,Clinical Done,5,2.67,1695.64,B,3,0,B,-,False,True,False
62654,Stephany da Paz,94208367113,2017-01-30,1104.2219,Clinical Done,9,3.88,13813.11,CS,6,1,AB,+,True,False,False
59626,Srta. Emanuelly Novaes,70386495157,2014-10-24,858.3611,Uncovered,1,2.99,4881.71,B,5,0,,+,True,False,False
3699,Alexia Alves,94852307610,2005-03-27,1231.1061,Uncovered,6,2.88,3848.27,B,4,1,,+,True,False,False
60917,Sr. Henrique Azevedo,5634289106,2000-10-17,949.0939,,3,3.35,8509.03,,5,1,B,+,False,True,False
31286,Isabelly Ribeiro,10647582902,2006-07-23,1103.785,,10,2.97,4681.35,DD,4,1,O,+,False,True,False
81616,Ana Vitória Cardoso,29183560777,2003-07-19,901.401,Clinical Done,4,4.9,24049.86,B,7,1,O,+,True,False,False
39478,Camila da Conceição,37602914813,2022-06-19,782.6904,Uncovered,5,2.99,4915.93,,5,0,AB,+,True,False,False
91696,Melissa Campos,83047569193,2016-03-21,953.8165,Uncovered,7,4.31,18116.59,DD,7,0,O,+,True,False,False
21811,Danilo Rocha,74205938683,2020-06-30,1219.602,Clinical Done,7,3.42,9229.6,B,5,0,O,-,False,True,True
50739,Ana Julia Souza,82194053760,2020-11-17,796.4244,Uncovered,6,4.93,24328.82,X,7,0,O,+,False,True,False
21116,Sra. Esther Araújo,78432069140,2019-04-15,694.1217,Capsuled,9,3.16,6640.02,DD,5,1,AB,-,True,False,False
